room_type,segment,area_m2,ceiling_h,budget,required_lux,total_lumens,fixtures_count,fixture_type,fixture_lm,purpose,country,model_name,price_rub,norm_ref
Кухня,domestic,8,2.8,2046,197,1576,1,Потолочный,3275,Кухня,Германия,LumenPro ZP15133,1801,СП 52.13330.2016
Кухня,domestic,19,2.7,2283,219,4161,1,Потолочный,3034,Кухня,Италия,LumenPro MZ10558,1668,СП 52.13330.2016
Коридор (жилой),domestic,22,2.7,248,27,594,1,Настенный (бра),633,Коридор (жилой),Франция,HomeLight NJ10683,189,СП 52.13330.2016
Санузел,domestic,5,2.9,4137,47,235,1,Пылевлагозащищённый (IP65),3317,Санузел,Китай,HomeLight YM18707,2985,СП 52.13330.2016
Лестничная клетка,outdoor,38,0.0,1184,34,1292,1,Настенный линейный,1389,Лестничная клетка,Корея,Андромеда YL12335,812,СП 52.13330.2016
Музейный зал,administrative,292,8.2,141099,400,147168,47,Встраиваемый,3090,Музейный зал,Турция,Юпитер BH14554,2410,СП 52.13330.2016
Школа (класс),administrative,33,7.8,15980,406,16613,5,Встраиваемый,3285,Школа (класс),Турция,OptiLight IO7823,2168,СП 52.13330.2016
Холодильный склад,industrial,234,6.4,61802,141,38602,2,Прожектор,18556,Холодильный склад,Италия,LuxPro ZC18015,24122,СП 52.13330.2016
Производственные (грубые работы),industrial,923,9.3,312679,171,207550,11,Прожектор,17561,Производственные (грубые работы),Корея,Philips TD7318,26341,СП 52.13330.2016
Лестничная клетка,outdoor,45,0.0,468,36,1620,4,Аварийный,371,Лестничная клетка,Турция,Oculus QC4874,102,СП 52.13330.2016
Спальня,domestic,10,2.9,410,148,1480,1,Настенный (бра),978,Спальня,Китай,Зенит XO6096,293,СП 52.13330.2016
Гостиная,domestic,27,2.7,2300,208,5616,1,Потолочный,3018,Гостиная,Тайвань,LumenPro UP19640,1659,СП 52.13330.2016
Выставочный зал,administrative,241,7.8,131832,506,151213,54,Встраиваемый,2753,Выставочный зал,Тайвань,ProLED KJ14277,1816,СП 52.13330.2016
Фойе театра/кинотеатра,administrative,160,10.7,23707,141,31245,8,Подвесной,3781,Фойе театра/кинотеатра,Тайвань,MaxLight YM13508,2949,СП 52.13330.2016
Конференц-зал,administrative,89,6.9,38524,374,39776,14,Встраиваемый,2755,Конференц-зал,Германия,ZetaLED KR7929,1983,СП 52.13330.2016
Офис,administrative,65,5.2,30248,493,35569,11,Подвесной,3147,Офис,Китай,Юпитер LH16427,2659,СП 52.13330.2016
Концертный зал,administrative,751,10.1,477577,296,301211,23,Прожектор,12883,Концертный зал,Россия,Юпитер LQ6712,16747,СНиП 23-05-95
Цех деревообработки,industrial,792,10.8,683426,325,357786,19,Прожектор,18514,Цех деревообработки,США,Osram TS16171,25919,СП 52.13330.2016
Склад,industrial,262,8.5,128771,190,63469,4,Прожектор,15119,Склад,Россия,Philips PP19115,22678,СП 52.13330.2016
Балкон/лоджия,domestic,6,2.9,1255,98,588,1,Настенный линейный,1725,Балкон/лоджия,Германия,BrightLine TG568,853,СП 52.13330.2016
Сцена театра,administrative,291,7.1,389375,999,350304,18,Прожектор,18675,Сцена театра,Германия,ProLED CY9649,20542,СНиП 23-05-95
Цех деревообработки,industrial,389,6.5,357070,311,142150,9,Промышленный (High-bay),15191,Цех деревообработки,Франция,Philips EL9230,28483,СП 52.13330.2016
Офис,administrative,75,9.6,52435,514,51271,13,Подвесной,3693,Офис,Россия,MaxLight BC17690,2880,СП 52.13330.2016
Цех деревообработки,industrial,755,10.6,746193,329,342785,17,Промышленный (High-bay),19873,Цех деревообработки,Италия,Феникс PL17765,29809,СП 52.13330.2016
Гостиная,domestic,40,3.0,2791,180,7200,1,Подвесной,3948,Гостиная,Германия,EcoLight SX150,2309,СП 52.13330.2016
Стадион,outdoor,15144,0.0,5123671,208,3149952,161,Прожектор,19493,Стадион,Турция,Плутон RN14163,23391,СНиП 23-05-95
Парковка,outdoor,1095,0.0,65787,49,53655,2,Прожектор,18967,Парковка,Китай,Плутон CD17415,22760,СП 52.13330.2016
Концертный зал,administrative,574,9.1,212571,302,226219,70,Подвесной,3199,Концертный зал,Турция,MaxLight HC6584,2495,СНиП 23-05-95
Лестничная клетка,outdoor,13,0.0,846,35,455,1,Настенный линейный,1543,Лестничная клетка,Франция,StreetLine RM5564,763,СП 52.13330.2016
Школа (класс),administrative,35,9.2,18102,416,19073,7,Встраиваемый,2429,Школа (класс),Корея,ZetaLED YD17688,1748,СП 52.13330.2016
Жилое помещение,domestic,18,2.9,2100,182,3276,1,Потолочный,3348,Жилое помещение,Франция,HomeLight RA2685,1674,СанПиН 2.2.1
Холодильный склад,industrial,212,6.1,56963,140,34280,2,Прожектор,16319,Холодильный склад,Тайвань,СветТех HQ7040,19582,СП 52.13330.2016
Выставочный зал,administrative,378,8.7,173341,538,261322,127,Встраиваемый,2048,Выставочный зал,Турция,ProLED SA7475,1351,СП 52.13330.2016
Выставочный зал,administrative,224,7.7,229033,475,131404,8,Прожектор,16200,Выставочный зал,США,Юпитер ZI13761,21060,СП 52.13330.2016
Спальня,domestic,24,2.7,2363,144,3456,1,Потолочный,3156,Спальня,США,HomeLight RG8452,1578,СП 52.13330.2016
Офис,administrative,52,7.8,21275,451,29080,8,Потолочный,3414,Офис,Корея,OptiLight SL615,1877,СП 52.13330.2016
Аварийный выход,outdoor,7,0.0,919,46,322,1,Настенный линейный,1386,Аварийный выход,США,Плутон NW589,748,ГОСТ Р 55710-2013
Санузел,domestic,8,2.8,2709,54,432,1,Пылевлагозащищённый (IP65),3678,Санузел,Китай,ЭРА RW19505,2648,СП 52.13330.2016
Спальня,domestic,24,2.7,1714,138,3312,1,Потолочный,2720,Спальня,Тайвань,HomeLight HT2334,1360,СП 52.13330.2016
Кухня,domestic,13,2.7,1764,201,2613,1,Потолочный,3413,Кухня,Тайвань,HomeLight AF18903,1706,СП 52.13330.2016
Кафе,administrative,98,10.0,27227,292,38631,15,Потолочный,2559,Кафе,Франция,OptiLight XW1129,1407,СП 52.13330.2016
Балкон/лоджия,domestic,8,3.0,2798,102,816,1,Пылевлагозащищённый (IP65),2666,Балкон/лоджия,Турция,LumenPro YD1623,2639,СП 52.13330.2016
Склад,industrial,350,7.1,96155,181,76336,3,Промышленный (High-bay),19473,Склад,Россия,СветТех BD11427,29209,СП 52.13330.2016
Библиотека,administrative,75,10.9,31677,306,32015,8,Подвесной,3753,Библиотека,США,ZetaLED BH3666,2927,СП 52.13330.2016
Сцена театра,administrative,131,4.9,98763,1013,145309,45,Потолочный,3185,Сцена театра,Россия,OptiLight QD11380,1751,СНиП 23-05-95
Производственные (грубые работы),industrial,892,5.8,295020,180,183038,9,Прожектор,19377,Производственные (грубые работы),Россия,Феникс MB17049,23252,СП 52.13330.2016
Зал театра,administrative,558,7.4,110138,200,136152,73,Настенный линейный,1856,Зал театра,Франция,Юпитер AD10080,1085,СНиП 23-05-95
Коридор (общественный),outdoor,88,0.0,1922,70,6160,23,Аварийный,265,Коридор (общественный),Италия,Плутон WE15183,79,СП 52.13330.2016
Холодильный склад,industrial,130,10.0,29392,146,25623,6,Пылевлагозащищённый (IP65),3682,Холодильный склад,США,Феникс NG2437,3976,СП 52.13330.2016
Лестничная клетка,outdoor,36,0.0,532,37,1332,1,Настенный линейный,1116,Лестничная клетка,Корея,MarketLED CR9570,502,СП 52.13330.2016
Производственные (грубые работы),industrial,544,10.8,294574,196,148207,10,Взрывозащищённый,13557,Производственные (грубые работы),США,Феникс TU9085,24402,СП 52.13330.2016
Производственные (точные работы),industrial,548,11.5,806568,492,384202,18,Промышленный (High-bay),21184,Производственные (точные работы),Франция,TechnoLight TL16533,34424,СП 52.13330.2016
Сцена театра,administrative,164,12.4,398236,972,234329,13,Прожектор,17023,Сцена театра,США,MaxLight ZQ5129,20427,СНиП 23-05-95
Больница (палата),administrative,21,3.5,1878,184,3960,1,Потолочный,2606,Больница (палата),Италия,ПроСвет AK4288,1303,СП 52.13330.2016
Обеденный зал (ресторан/столовая),administrative,90,12.8,25568,213,28563,7,Подвесной,3801,Обеденный зал (ресторан/столовая),Россия,MaxLight RB12188,2964,СНиП 23-05-95
Балкон/лоджия,domestic,8,2.7,3118,95,760,1,Пылевлагозащищённый (IP65),2857,Балкон/лоджия,Турция,EcoLight QJ2838,2314,СП 52.13330.2016
Фойе театра/кинотеатра,administrative,133,8.4,22582,164,27701,9,Потолочный,2797,Фойе театра/кинотеатра,Турция,MaxLight LR17050,1678,СП 52.13330.2016
Спальня,domestic,15,2.7,1712,149,2235,1,Потолочный,2577,Спальня,США,EcoLight VQ14341,1159,СП 52.13330.2016
Парковка,outdoor,1165,0.0,92194,54,62910,4,Прожектор,14722,Парковка,Италия,Плутон DF1593,17666,СП 52.13330.2016
Кафе,administrative,30,6.3,8018,287,10030,3,Потолочный,2758,Кафе,Германия,Юпитер ZJ8173,1792,СП 52.13330.2016
Балкон/лоджия,domestic,10,3.0,1110,101,1010,1,Настенный линейный,2000,Балкон/лоджия,Франция,Зенит ID4725,900,СП 52.13330.2016
Кухня,domestic,16,2.6,1351,182,2912,1,Потолочный,2984,Кухня,Германия,EcoLight XM3936,1342,СП 52.13330.2016
Офис,administrative,33,9.6,22685,549,24095,8,Встраиваемый,2881,Офис,Корея,OptiLight YF18708,1901,СП 52.13330.2016
Производственные (грубые работы),industrial,1145,9.9,600503,163,251024,21,Взрывозащищённый,11749,Производственные (грубые работы),Франция,Феникс ZK8010,21148,СП 52.13330.2016
Производственные (грубые работы),industrial,911,6.3,253468,162,171933,9,Прожектор,19007,Производственные (грубые работы),США,СветТех TV1933,22808,СП 52.13330.2016
